Movie,Title,Rating,Review
The Dark Knight,The Dark Knight is as good as everyone says and easily the best superhero film made,10/10,"I think the big question...or the question everyone actually cares about is this: Is Christopher Nolan's follow up to the critically acclaimed 2005 film ""Batman Begins,"" The Dark Knight, as good as everyone is saying? Quite simply, yes, yes it is. There is no doubt about it, one of the most anticipated movies of the 21st century duly deserves every amount of praise lavished onto it. This is no ordinary superhero movie, this is a character and dialogue driven piece, not as action orientated as you might expect.I will not go into plot details, because there is a lot of it. However, a basic one sentence summary is: Batman now has to face his most cunning and psychotic enemy, someone with no real motives...The Joker. Now that that is out of the way, I will start off with the actors (and boy, is there a lot to talk about). Christian Bale has done a tremendous job as our beloved Caped Crusader, with him already blowing everyone else out of water with ""Batman Begins."" Bruce Wayne has a flawed personality that hangs on the balance between righteousness and criminal. His perception of justice causes an emotional and personal shift, whether he is a wealthy businessman who fights crime in a gadget-riddled suit or just a normal man who is sick of all the scum in Gotham City and decides to give the law-breakers a dose of their own medicine. Because of this, and Bale's tremendous acting, Bruce Wayne is justified, and we emphasise with Bale's flawed hero more than any of the other actors. If there ever was an excellent Batman, this is it. The theme of right and wrong is played well with his character here.Of course, I am sure you all want know if Heath Ledger was that good. And I can safely say that he most definitely was. Ledger's Joker is not only the best, but is now the greatest superhero film villain ever. His performance is truly terrifying, chilling, brilliant; any synonyms of the previous adjectives. Every scene he is in is stolen. The Joker truly is Batman's worst villain; cunning and psychotic, nothing quite matches his laugh and sinister makeup. If Ledger nabs the Oscar for Best Actor, I honestly will not be surprised. It is a true tragedy to see such a talented actor fall at such a young age...All the other actors cannot be forgotten, though. Aaron Eckhart has definitely proved himself previously (""Thankyou for Smoking"") as someone to watch out for. Here, as Harvey Dent (and later Two Face) he is very powerful. All he wants is justice; to bring down every single criminal. Eckhart is the definitive Two Face. Maggie Gyllenhaal as Wayne and Dent's love interest, Rachel Dawes is much better than Katie Holmes. Gyllenhaal's performance has substance, I really cared for her and her future and she was terrific in every scene. Michael Caine can do no wrong, and as Alfred Pennyworth he provides some comical and emotional scenes. Morgan Freeman as Lucius Fox, although a limited role, does inject some sly humour and much needed morals into the story. Finally, Gary Oldman's Lt. James Gordon is riveting. He at least needs a Best Supporting Actor nomination for his performance as another crime-fighting hero who faces some challenging situations.Wally Pfister's cinematography is simply stunning. Gotham has never looked so good, so big and deep. His wide shots purvey a dirty aura and contribute to the feel of the film. Without it, it may not have been the same. Another Oscar worthy portion, THE MUSIC! With Hans Zimmer AND James Newton Howard at the helm, how could it go wrong? The score sets the mood in every scene, giving an epic and thrilling tone. During the action sequences it really ups the adrenaline. And on the topic of action, The Dark Knight succeeds in having the best fight sequences and car chases in a comic book adaptation yet. With no obvious or over-use of CGI, the explosions and accidents are the real deal. Thrilling, edge of your seat and violent, this is brutally awesome stuff.Nevertheless, none of this would be possible without Christopher Nolan, the man behind it all. Pairing up with the writer (and brother) Jonathon Nolan, the darkest Batman movie yet is the best, and the best so far this year. This does not feel like a comic book film, the dialogue and situations feel so realistic. And, it IS the script that drives this film. The dialogue is very, very well written and is the centre of the conflict and the movie.It may be bold to say this, but this is the best superhero film of all time. There are others that are magnificent (""Superman"" and ""X-Men"" are two examples) but this is the most complex, the most dark and the most spectacular and epic of them all. See it for Bale, for Ledger, for the music, the action and for Nolan's flawless direction.5/5 and the best film of 2008 so far!!"
The Dark Knight,Perfect balance between action and drama with an unforgettable villain,10/10,"Although I don't think it is the fourth best movie ever made, as it is rated according to IMDb, I do think it stands head and shoulders above its super-hero peers, mainly because it is NOT a superhero movie. Batman is a mere mortal with lots of time to train himself physically and money to design the nifty gadgets he uses.Everybody on earth has seen this film, so no use regurgitating the plot. I think Heath Ledger's rendition of The Joker is a masterpiece. Every time he leaves the screen I keep waiting for him to come back. Ledger should have won the best actor Oscar rather than supporting actor, because this is really a two leading man film - Bale as Batman and Ledger as The Joker. I always liked Jack Nicholson's rendition of the Joker in the 1989 film directed by Tim Burton, but Ledger just blows Nicholson's performance away. Maybe it is because Nicholson's Joker had a past and an explanation for his behavior, maybe it is because, after all, Nicholson's Joker just seems to be the wild side of the real Jack Nicholson where Heath Ledger never steps out of character for the entire film. Ledger's Joker is like the devil decides to become incarnate, but unlike Ray Milland's devil in ""Alias Nick Beal"" shows his true self - somebody who wants to break the spirits of people, to turn them on one another, to wantonly destroy property, people, whatever. That's reinforced when the police can find no name, no past, no prints, no DNA, not even a label in his clothes when they arrest him. His past is a great big question mark. I like Michael Caine's Alfred - it's good to have someone with relevant past combat and guerrilla experience be a wise father figure to Wayne in this role rather than just a kindly museum piece. Likewise, Morgan Freeman is pitch perfect as Lucius and Wayne's version of Q - somebody who invents his gadgets and runs his business since this really is not where Wayne's mind is, Freeman gives the performance the perfect balance of humor, business acumen, and conscience. And finally I like the fact that Rachel, Bruce Wayne's love interest, is not played by someone who is some unrealistic 10.5/10. She's a cute girl, but her attributes lie in her mind and her heart as well.The negatives - I think Harvey's transformation into Two Face is a little too pat. I don't know why Batman has a totally different voice from Bruce Wayne. Is he doing that on purpose? And I think I found one editing error. Gordon in the end talks about how hard it will be to cover up Harvey/ Two Face's murders including ""two cops"". Harvey let crooked cop Ramirez live and just knocked her out. But if she had lived then Gordon and Batman's plan to cover up Harvey's crimes would never have worked because she would have known what happened. So which scene was wrongly included/scripted? I'd recommend it as one of the better films made since the turn of the century that was also a blockbuster."
The Dark Knight,"""I think you and I are destined to do this forever.""",10/10,"So it finally happened, a DC Comics movie adaptation that out-marveled the Marvel folks, and to such a degree that it might be quite a while before anything comes close to topping ""The Dark Knight"". This was the severely grim and gritty version of the Batman, ushered in by Frank Miller's initial treatment in the landmark graphic novel ""The Dark Knight Returns"" in 1986. Miller's portrayal of the iconic super hero took the gloves off as far as politically correct behavior goes. The movie explores this theme at many levels, and would have served up enough of a plot to keep this viewer interested even without the explosions, chases and general mayhem that modern day audiences need to get their fix on. Actually, the Joker summed it all up quite brilliantly hanging upside down from one of Batman's cables over the streets of Gotham, as noted in my summary line above. In the comic book world, they HAVE been fighting each other forever, or as long as forever exists since the creation of Batman back in 1939; the Joker came on the scene in 1940 in the comic, Batman #1.I don't think this could have been the same picture without Heath Ledger in the role of Batman's all time greatest nemesis. His portrayal blows away Jack Nicholson's performance in 1989's ""Batman"", and that's through no fault of Nicholson's. Today's films are a product of harsher and deadlier times, and it's striking that Ledger's characterization would define the Joker as an extremist, perhaps even a terrorist. More than once I found myself questioning what was going on during the opening bank robbery scene. The bad guys were offing each other based on instructions delivered by the Joker, and you suddenly come to the realization that this domino game had to end with one man standing. It's how we're introduced to Ledger's definitive Joker, a performance that won't be topped.Another thought came to me as I watched the story unfold, and that was how similar the coin toss gimmick paralleled the one in ""No Country For Old Men"". Harvey Dent (Aaron Eckhart) began using the tactic following the death of Rachel Dawes (Maggie Gyllenhaal), and I began picturing Javier Bardem in the role of The Joker. Hard to imagine who might have been the more evil character, Bardem's Anton Chigurh in a more realistic setting, or The Joker in a fictional Gotham City. Fortunately, not a choice one would normally have to consider.I'm a little bit on the fence as to Christian Bale's portrayal of The Batman. He's more than adequate as Bruce Wayne, but the voice he gives to the Dark Knight seems a bit melodramatic. Granted, he couldn't use the same voice as his alter ego, but there were times that it sounded so forced as to come across as parody, and other times just goofy, almost a throwback to the Adam West days of the TV Batman. Strange, but have you considered that no one ever calls him the Caped Crusader anymore either?All in all, great performances all around. Gary Oldman's portrayal of the new Commissioner Gordon was excellent, while Michael Caine as Alfred, and Morgan Freeman as Lucius Fox were solid even with limited screen time. I thought about Katie Holmes just once while making a mental comparison when Maggie Gyllenhaal first appeared on screen. Truthfully, they looked similar enough to effect the transition smoothly to the point where it wasn't distracting for me in the least.Obviously, the set up for the next sequel was firmly set in place with the creation of Two Face, the now alter ego of District Attorney Harvey Dent. The rendering of Dent's burned face was boldly executed and quite marvelous in it's own grotesque way. I'll be looking forward to the next installment.And NOW, for a personal rant. I probably should put this in parentheses because it doesn't have anything to do with the movie, but for this picture to be #1 on the IMDb list of all time best movies after 4 days of release is incomprehensible, if not downright laughable (and I did rate it a 10 myself). I think there should be a moratorium of at least a couple of years before a film qualifies for IMDb ranking, giving the dust some time to settle from all the grand opening hoopla that surrounds a picture like this. I feel the same way about other recent movies like ""No Country For Old Men"" and ""There Will Be Blood"", both of which garnered numerous awards and fan approval. But if they're to be considered among the best films of all time, they'll be considered that way a decade from now without the need for multiple votes from over zealous fan boys."
The Dark Knight,The dark and sinister mood of the film really sets the theme of the movie,10/10,"(Synopsis) Bruce Wayne/Batman (Christian Bale) continues to eliminate crime in Gotham City with the help of Lt. Jim Gordon (Gary Oldman) and the new District Attorney, Harvey Dent (Aaron Eckhart). The Dark Knight wants to finally get rid of organized crime for good and be free of their corruption. Batman soon finds that a new psychopathic mastermind known as the Joker (Heath Ledger) has taken over organized crime. The Joker's plan is to terrify the citizens and throw the city into chaos, and kill Batman. Batman takes the fight with the Joker personal, which makes him confront his own beliefs. The Joker is the most dangerous criminal that Batman has encountered, and he will need all his strength and vigilance to defeat him.(My Comment) This film just blew me away. Christian Bale is a natural as Bruce Wayne/Batman, and Michael Caine fits the part of Alfred, the trusted butler. Heath Ledger's performance as the sadistic Joker was absolutely disturbing and scary yet simply amazing. I would not want to meet the Joker in a dark alley, and whatever you do, don't ask him how he got his smile, especially, when he has a knife in his hand. Ledger's performance has turned the Joker into a new iconic movie villain image. Between all the punches, mayhem, and explosions, there is some good sinister dialog. The movie not only has a lot of action, it also tells the story of the internal struggle that Bruce Wayne is having with being the Batman hero. Bruce Wayne wants to be himself and maintain the difference between himself and Batman. Bruce must decide to follow the code or do what has to be done without affecting his own morals. The movie explores the literary themes of Hero verses Villain, as well as Order verses Anarchy, and the Joker explains to Batman that to have one you must have the other, and because of that, they will always be connected. The movie is long, but it went by so fast. You will love the last 45 minutes, because of the non-stop action with Batman in his new sonic suit and his BatPod. With all the explosions, body count, and the dark mood of the movie, I don't think parents should take young children. (Warner Bros. Pictures, Run Time 2:32, Rated PG-13)(10/10)"
The Dark Knight,Mind Blowing,10/10,"I am not a huge fan of sequels and it is hard to write a review about what I see as one of the most perfect movies I have had the privilege to see.The Nolan brothers have done a brilliant job with this sequel to the critically acclaimed Batman Begins of 2005.Heath Ledger as the Joker virtually steals the movie, add him to Christian Bale as Batman, Aaron Eckhart as Harvey Dent and Michael Caine as Alfred, then add the brilliant Morgan Freeman and the ever reliable Gary Oldman in their respective roles and you have an absolutely brilliant cast to work their magic.I am not as eloquent as many of the reviewers on this site who have gushed superlatives about this movie in 1000 words or less, but my short review will suffice for me to get across my opinion.If you have not already seen this movie after 9 years you have really missed out on one of the entertainment experiences of life that you could have very cheaply experienced by now. You owe it to yourself to get a copy of this somehow and see it.One of the easiest movies to rate 10 out of 10."
The Dark Knight,Batman at his best and beyond,10/10,"Batman has always been my favourite superhero ever since the first time I heard about him because he his human with no powers, also he is much more questionable than any other superhero. The story of the film is about Batman, Lieutenant James Gordon, and new district attorney Harvey Dent beginning to succeed in rounding up the criminals that plague Gotham City. They are unexpectedly challenged when a mysterious criminal mastermind known as the Joker appears in Gotham. Batman's struggle against the Joker becomes deeply personal, forcing him to ""confront everything he believes"" and to improve his technology (which introduces the recreation of the Batcycle, known as the Batpod and the Batsuit was redesigned) to stop the madman's campaign of destruction. During the course of the film, a love triangle develops between Bruce Wayne, Dent and Rachel Dawes.There are now six Batman films and I must say that The Dark Knight is the best out of all of them. The title is good because that is what Batman actually is. It has been 3 years for the adventure to continue from Batman Begins but that entire wait was worth it. Gotham city is very Gothic looking and is very haunting and visionary. The whole movie is charged with pulse-pounding suspense, ingenious special effects and riveting performances from a first-rate cast especially from Heath Ledger who gave an Oscar nomination performance for best supporting-actor. It is a shame that he can't see his terrific work on-screen. The cinematography is excellent which is made so dark & sinister that really did suit the mood for the film. Usually sequels don't turn out to be better than the original but The Dark Knight is one of those rare sequels that surpasses the original like The Godfather 2. I also really liked the poster where the building is on fire in a Bat symbol & Batman is standing in front of it. Christopher Nolan is a brilliant director and his film Memento is one of my most favourite films. He hasn't made 10 movies yet and 3 of them are already on the IMDb top 250. Overall The Dark Knight is the kind of movie that will make the audience cheer in the end instead of throwing fruit & vegetables on the screen."
The Dark Knight,The Most Realistic True to Heart Movie Based on Comic Books.,,"A brilliant tense movie from the beginning to the end in which tells the story of the rising new menace in Gotham city known only as the Joker and how the Dark Knight has to reach his limits trying to control the havoc he breaks in Gotham city.The movie is an extraordinary piece of the filmmaking art in all its aspects, the plot is carefully and smartly written as a intricately wrought canvas, the character development is very satisfying, the movie was shot well and nicely directed, the epic score fits the scenes and add up to the whole visual experience, the acting was intense by all cast where each fit their role perfectly, specially Heath Ledger who managed after all these years of having the Joker around in comic books, animations, TV series and even movies to literally bring this complicated character with all its twisted, brilliant, sadistic, dark and sometimes funny personality to live on the big screen. This is the last movie that Heath Ledger filmed completely and I believe some how he saved the best for last as he managed to put an outstanding final act of a realistic Joker and managed to put a smile on our faces before death brings down the curtains on his talent."
The Dark Knight,The sequel we deserved to the Batman we wanted,10/10,"I used to leave a theatre after seeing a highly anticipated movie, specifically a sequel, and be so revved up about what I saw that I would declare that movie to be the best of a series. After each of the prequel ""Star Wars"" films, I rated that one the best, as good as any of the originals...for a time, until my opinion balanced out and I had a more well-rounded take. For that reason, I steer away from that mindset, and did for ""Dark Knight"".Though my opinion is solidifying already after having seen a Warner Bros. screening last night, ""Dark Knight"" ably stands on its own with or without ""Batman Begins"". At a two and a half hour runtime, it's definitely an epic of a movie, but one that never runs out of gas. A delightful addition to this experience was a healthy amount of IMAX footage, which significantly adds to the feel of being on a personal, and gruesome, tour of Gotham City.Christian Bale plays such a well rounded Batman and Bruce Wayne, qualities that none of those who have donned the cowl before him have pulled off. I still have to remember that Bale is British since he speaks with such a spot on American accent. Bale has a particular slurring lisp that serves him quite well, charmingly for Bruce Wayne and threateningly for Batman.Countering him is the late Heath Ledger, who plays such a scary and creepy Joker that I found it impossible to NOT have chills half the time I saw him on screen. What really separates this brand of Joker from Jack Nicholson's portrayal is true unpredictability. It's obvious that, to be a good guy and think like the Joker, it really takes a toll, and it sure isn't easy. How exactly does one take him down when he's woven his harebrained plot around multiple hostages, explosives, or disappearing parlor tricks?Initially, I was uneasy about how the character of Harvey Dent would be handled. In my mind, there was really only one faithful portrayal of him, and that could be found in the ""Batman"" animated series of the early 90s. As well as Tommy Lee Jones COULD have handled him in ""Batman Forever"", he certainly did not, though it still was a highlight of that movie. Aaron Eckhart ably assumes the mantle here, delivering a performance out of this world, easily on par with the Batman animated series.Be it known, this caped avenger stands for the good of Gotham City that the police force and its counterparts can't represent, the good that has no jurisdiction, no procedures...and no rules, save for one. I can only hope that we've seen just the prelude to the Dark Knight's upcoming legendary battles with the worst of Gotham City's dark underside.""The Dark Knight"" gets a solid 10 of 10 stars."
The Dark Knight,Best. Comic. Movie. EVER.,10/10,"I thought Batman Begins was a very well conceived and put together  movie. We finally get Batman as a fully rendered character. We gain new  insight into his motivations and the variables he must contend with in  his role as protector of Gotham. We get to see Gary Oldman as an  honest-to-goodness good guy. And we get to see Liam Neeson conducting  perhaps his strangest facial hair experiment yet.  But after seeing The Dark Knight, Batman Begins will forevermore be  viewed (by me at least) as a handy little prologue to a FRICKIN'  MASTERPIECE of a superhero film.  To say it's the deepest mainstream comic adaptation ever produced would  be akin to calling the Nolan/Ledger Joker 'a bit eccentric'.  While watching it, I found myself thinking it was very long, which is  usually a sign that it's TOO long, and therefore boring. But that's not  actually the case here. The script is bulging with ideas, philosophical  musings, THEMES, which Christopher Nolan is not content to gloss over  in favour of cool set-pieces (as many comic adaptations are), but wants  to explore, wants to allow the characters to explore, at a logical  pace. So, what I guess I'm saying is, considering what it sets out to  do, the movie is long ENOUGH, while still constantly holding the  viewer's interest.  And that's not to say the thematic exploration comes at the EXPENSE of  big action, either. On the contrary, there is some truly awesome stuff  going on here. The chase with the truck, for example, is fantastic, and  there's some great hand-to-hand stuff too.  But what engages us most is the characters, and, while the script is  brilliant (the dialogue is sharp, and quite funny for the first  two-thirds, before the drama really kicks in), this mainly comes down  to the cast.  Christian Bale. Taller than Michael Keaton was. More menacing than Val  Kilmer was. Less like Adam West than George Clooney was. Solid and  committed as always. He gives the character LIFE, and actually makes us  feel for him. The word 'tortured' keeps coming to mind...and I suppose  it's pretty appropriate.  Heath Ledger. Y'know, I'd heard talk of an Oscar nomination, and  thought it sounded a bit dubious. A Batman villain? Winning an Oscar?  Is that what it's come to? Then I thought, is it because he didn't get  one for Brokeback? Or more dubious still...is it because he...died?  But...well...how can I put it...?   It seems a bit blasphemous to compare Jack Nicholson to Cesar Romero,  but after seeing Heath at work...Jack (who once seemed so awesome) just  looks...well...lame.  If you've seen it, you hopefully get what I mean. If you haven't...you  need to. You will discover the true definition of commitment.  Maggie Gyllenhaal. I didn't have any problem with Katie in the first  one (at the time), but I doubt she could have pulled off the more  emotional stuff Rachel goes through here. Seeing recasting was  necessary (does Tom have a problem with his wife being involved with  Batman? Too many bad memories perhaps? Why am I even talking about such  garbage here?) they could have done a butt-load worse than Maggie. She  rocks.  As does Aaron Eckhart. But I'm not giving ANYTHING away. Suffice it to  say my mind was blown...AGAIN. Makes Tommy Lee Jones look like...you  get the idea.  Michael Caine. Still one of my favourite actors. Alfred is the shiz.  Morgan Freeman. Morgan Freeman. AOK.  Gary Oldman. As in BB, no mania. No psychosis. No nervous tics.  Absolute subtlety. Manages to hold his own alongside Christian, Heath  and Aaron without resorting to parlour tricks. Sign of spectacular  talent. Go Gaz.  Eric Roberts! William Fichtner! Michael Jai White! Tiny Lister!  The whole thing is just a big bag of thoughtful, well-executed  entertainment. It's equal parts cerebral and visceral. Ideas and  action.  I've liked every Batman movie so far (okay, besides Batman & Robin),  but this one makes them all look pretty bloody ordinary."
The Dark Knight,Best in it's class and much more,10/10,"This is the best superhero movie ever made!!!! If you like to watch superhero movies then you should definitely watch this.However, I must say that this movie is much more than just a superhero movie. If you don't like superhero movie but want to watch a good drama/action movie then this is one of the best."
The Dark Knight,Heath Ledger makes this great,9/10,"Batman takes on the crime lords with the help of Lieutenant Jim Gordon and District Attorney Harvey Dent. However an even bigger evil rises to terrorize Gotham.Maggie Gyllenhaal is an improvement over Katie Holmes as Rachel Dawes. Aaron Eckhart adds a good performance as Harvey Dent. In the end, this is Heath Ledger's movie. He overpowers everybody. His early death may have immortalized him, but my opinion isn't inflated. His presence is electric. It helps that his character is so ridiculously crazy. His motivation has nothing to do with power or money which is so mundane. He wants chaos and that is so much more fascinating. Heath Ledger makes this movie great. And it surpasses the series reboot 'Batman Begins'."
The Dark Knight,A Modern Masterpiece,10/10,"A modern masterpiece of 21st Century Cinema. The Dark Knight combines great direction, with brilliant acting, and beautiful cinematography to create a film that transcends it genres and becomes a great film. This will remain a perfect example of why film is still worth shooting in, why practical effects should not be a thing of the past, and why the Oscars should pay attention to comic book films as they can be art in their own right. It serves as a comic book film, but also a tragedy of Shakespearean quality, with one of the best villains of the last 20 years. On top of that Christopher Nolan's unflinching faith in practical effects creates a truly realistic and beautiful experience."
The Dark Knight,Quite an astonishing movie.,10/10,"A new force threatens Gotham City, and The Face of The Joker is always smiling.It is almost as is Christopher Nolan cherry picked all of the best elements from The Batman backlog, I include the previous movie, The Burton years, Adam West era etc, and forged together something quite incredible, making not just The best Batman movie of all time, but arguably one of the greatest movies of all time.Two and a half magical hours, this film excels in every conceivable field, it is wonderfully dark, atmospheric and moody, but in equal measures it is exciting, action packed and dynamic.The story couldn't be better, it's so good, it'll appeal to those that don't even enjoy superhero movies, it really is that good. Packed with incredible action scenes, it's visually awesome.Christian Bale is once again fabulous, this Batman is a little petulant, a little impatient, but wonderfully intense. What every hero needs though, is a villain, and what takes this film up another level, is Heath Ledger, who's remarkable performance is nothing short of astonishing.An incredible supporting cast once again, Caine and Freeman once again show why they're Hollywood royalty.Superior to pretty much everything else.10/10."
The Dark Knight,The Dark Knight,,"Confidently directed, dark, brooding, and packed with impressive action sequences and a complex story, The Dark Knight includes a career-defining turn from Heath Ledger as well as other Oscar worthy performances, TDK remains not only the best Batman movie, but comic book movie ever created."
The Dark Knight,The Batman of our dreams! So much more than a comic book movie,10/10,"I got to see The Dark Knight on Wednesday night, the reason though why I'm writing this movie comment this late is because I didn't wanna just jump and say this movie was awesome, I wanted to think it through, still today, I can't stop thinking about this movie! The Dark Knight lives up to it's hype and goes beyond it, this is the Batman movie that goes where no other Batman movie has gone before. It gave us a real sold story, we are finally told why the villains are the way they are, how all the injustice in the world can get underneath Batman's skin, how you have to believe that people still have faith in good on Earth. Heath Ledger, I absolutely loved Jack Nicolson's performance in the 1989 film, when I first read that Heath was signed onto The Dark Knight, I was like ""What are they, kidding?"", once you see The Dark Knight... Heath was incredible! I'm not going to compare Jack and Heath's performance, because they were two different versions of the Joker, but Heath's Joker was definitely the more scary and intense of the two nominations. You didn't know what he was going to do next, he was so crazy, he was also so charismatic to the point where you could relate to his character, and the worst part is not only that he's crazy, he's driving Gotham crazy and treating everyone like little puppets on strings that he can control, and guess what, he is doing it so well with a smile on his face. This was so much more than a Batman film, this was so much more than a comic book film, The Dark Knight truly delivers with drama, action, romance, horror, dark humor, the study of a psychopathic killer, a detective story. The force behind this epic movie is Christopher Nolan, who's previous film, Batman Begins, didn't really thrill me, but his incredible film making is truly shown in The Dark Knight, the shots that he got of Gotham City were absolutely fantastic and made you feel part of the city, part of the Batman story. One of the things that I absolutely loved about The Dark Knight is that normally with a comic book movie, you know it's not real, people don't dress up in costumes, and save the day, villains don't name themselves crazy names and dress in make up or crazy costumes, but The Dark Knight actually makes it seem incredibly real, like it could happen.Bruce Wayne is still learning how to be in his double life of Batman and himself, he has lost Rachel to the new district attorney, Harvey Dent, he's inspiring others who are dressing up as Batman and are trying to take on the villains of the city themselves. But things are much worse when the Joker waltzes into town, and he's going to bring Hell upon Gotham City. Constantly playing with Gotham's mind and trying to get Batman to reveal himself, Batman has never dealt with such a psychopathic genius before. The Joker has named himself as the ""Classy Villain that Gotham needs"", he also has brought a new thought into Batman's head of them actually being more alike than different, that Batman completes him, the Joker would be nothing without him. But Batman is relying on Harvey Dent, who is Gotham's ""White Knight"" trying to put all of Gotham's scum in jail. But when the Joker plays Batman and Commissioner Gordon, Harvey and Rachel find themselves in very horrific position and Harvey must discover if he will die a hero or live long enough to become a villain.All the performances are dead on in this movie, now everyone's going crazy over Heath Ledger's performance, but one performance I would also love to credit is Aaron Eckhart who plays Harvey Dent/Two Face, his performance was just as great as Heath's and made Two Face a human villain. You could understand his hatred and vengeance on what happened to him and why he became Two Face. I know that everyone is saying this but I truly mean when I say this is one of the best movies I have seen in a very long time. We had some great movies these past few years, but I think The Dark Knight is seriously something special, but I don't wanna build it up too much since some people go to the theater expecting my words to be the same as your own. In my opinion though this is not a great movie, I can't come up with a word describe how incredibly powerful this movie was, to be honest I would go above a 10 rating if I could; this is the Batman film that we have been waiting for. I've seen it twice in one weekend, I'm going to see it three times this upcoming week, I don't mind one bit. I can't wait for the sequel and I would just like to say RIP to Heath, wish he could have seen his breath taking performance as The Joker.10/10"
